1.535.128.731;[sample number];[timestamp per row];[timestamp from unix to excel friendly with timezone offset];[second];[binomial];[label];;FECHA Y HORA INICIAL;;
4;;;;;;;;11:38:51;;
6.762.710;5155;1535130019,75;12:00:19,75;1288,75;0;nonseizure;;;;
6.746.060;5156;1535130020,00;12:00:20,00;1289;0;nonseizure;;;;
6.730.690;5157;1535130020,25;12:00:20,25;1289,25;0;nonseizure;;;;
6.721.725;5158;1535130020,50;12:00:20,50;1289,5;0;nonseizure;;;;
6.706.355;5159;1535130020,75;12:00:20,75;1289,75;0;nonseizure;;;;
6.684.582;5160;1535130021,00;12:00:21,00;1290;0;nonseizure;;;;
6.678.178;5161;1535130021,25;12:00:21,25;1290,25;0;nonseizure;;;;
6.662.808;5162;1535130021,50;12:00:21,50;1290,5;0;nonseizure;;;;
6.651.281;5163;1535130021,75;12:00:21,75;1290,75;0;nonseizure;;;;
6.632.069;5164;1535130022,00;12:00:22,00;1291;0;nonseizure;;;;
6.615.419;5165;1535130022,25;12:00:22,25;1291,25;0;nonseizure;;;;
6.603.892;5166;1535130022,50;12:00:22,50;1291,5;0;nonseizure;;;;
6.596.207;5167;1535130022,75;12:00:22,75;1291,75;0;nonseizure;;;;
6.583.399;5168;1535130023,00;12:00:23,00;1292;0;nonseizure;;;;
6.562.907;5169;1535130023,25;12:00:23,25;1292,25;0;nonseizure;;;;
6.548.818;5170;1535130023,50;12:00:23,50;1292,5;0;nonseizure;;;;
6.538.571;5171;1535130023,75;12:00:23,75;1292,75;0;nonseizure;;;;
6.533.448;5172;1535130024,00;12:00:24,00;1293;0;nonseizure;;;;
6.512.956;5173;1535130024,25;12:00:24,25;1293,25;0;nonseizure;;;;
6.498.867;5174;1535130024,50;12:00:24,50;1293,5;0;nonseizure;;;;
6.489.902;5175;1535130024,75;12:00:24,75;1293,75;0;nonseizure;;;;
6.479.655;5176;1535130025,00;12:00:25,00;1294;0;nonseizure;;;;
6.464.286;5177;1535130025,25;12:00:25,25;1294,25;0;nonseizure;;;;
6.457.881;5178;1535130025,50;12:00:25,50;1294,5;0;nonseizure;;;;
6.441.231;5179;1535130025,75;12:00:25,75;1294,75;0;nonseizure;;;;
6.436.656;5180;1535130026,00;12:00:26,00;1295;0;nonseizure;;;;
6.426.409;5181;1535130026,25;12:00:26,25;1295,25;0;nonseizure;;;;
6.413.601;5182;1535130026,50;12:00:26,50;1295,5;0;nonseizure;;;;
6.400.794;5183;1535130026,75;12:00:26,75;1295,75;0;nonseizure;;;;
6.395.670;5184;1535130027,00;12:00:27,00;1296;0;nonseizure;;;;
6.380.301;5185;1535130027,25;12:00:27,25;1296,25;0;nonseizure;;;;
6.368.773;5186;1535130027,50;12:00:27,50;1296,5;0;nonseizure;;;;
6.359.808;5187;1535130027,75;12:00:27,75;1296,75;0;nonseizure;;;;
6.353.404;5188;1535130028,00;12:00:28,00;1297;0;nonseizure;;;;
6.362.370;5189;1535130028,25;12:00:28,25;1297,25;0;nonseizure;;;;
6.377.739;5190;1535130028,50;12:00:28,50;1297,5;0;nonseizure;;;;
6.380.301;5191;1535130028,75;12:00:28,75;1297,75;0;nonseizure;;;;
6.376.458;5192;1535130029,00;12:00:29,00;1298;0;nonseizure;;;;
6.381.582;5193;1535130029,25;12:00:29,25;1298,25;0;nonseizure;;;;
6.432.813;5194;1535130029,50;12:00:29,50;1298,5;0;nonseizure;;;;
6.514.784;5195;1535130029,75;12:00:29,75;1298,75;0;nonseizure;;;;
6.587.789;5196;1535130030,00;12:00:30,00;1299;0;nonseizure;;;;
6.628.774;5197;1535130030,25;12:00:30,25;1299,25;0;nonseizure;;;;
6.649.267;5198;1535130030,50;12:00:30,50;1299,5;0;nonseizure;;;;
6.641.582;5199;1535130030,75;12:00:30,75;1299,75;0;nonseizure;;;;
6.613.405;5200;1535130031,00;12:00:31,00;1300;0;nonseizure;;;;
6.581.385;5201;1535130031,25;12:00:31,25;1300,25;0;nonseizure;;;;
6.569.858;5202;1535130031,50;12:00:31,50;1300,5;0;nonseizure;;;;
6.530.153;5203;1535130031,75;12:00:31,75;1300,75;0;nonseizure;;;;
6.510.942;5204;1535130032,00;12:00:32,00;1301;0;nonseizure;;;;
6.493.011;5205;1535130032,25;12:00:32,25;1301,25;0;nonseizure;;;;
6.469.956;5206;1535130032,50;12:00:32,50;1301,5;0;nonseizure;;;;
6.454.587;5207;1535130032,75;12:00:32,75;1301,75;0;nonseizure;;;;
6.426.409;5208;1535130033,00;12:00:33,00;1302;0;nonseizure;;;;
6.409.759;5209;1535130033,25;12:00:33,25;1302,25;0;nonseizure;;;;
6.400.794;5210;1535130033,50;12:00:33,50;1302,5;0;nonseizure;;;;
6.385.424;5211;1535130033,75;12:00:33,75;1302,75;0;nonseizure;;;;
6.367.493;5212;1535130034,00;12:00:34,00;1303;0;nonseizure;;;;
6.357.246;5213;1535130034,25;12:00:34,25;1303,25;0;nonseizure;;;;
6.340.596;5214;1535130034,50;12:00:34,50;1303,5;0;nonseizure;;;;
6.326.508;5215;1535130034,75;12:00:34,75;1303,75;0;nonseizure;;;;
6.313.700;5216;1535130035,00;12:00:35,00;1304;0;nonseizure;;;;
6.306.015;5217;1535130035,25;12:00:35,25;1304,25;0;nonseizure;;;;
6.300.892;5218;1535130035,50;12:00:35,50;1304,5;0;nonseizure;;;;
6.276.556;5219;1535130035,75;12:00:35,75;1304,75;0;nonseizure;;;;
6.267.591;5220;1535130036,00;12:00:36,00;1305;1;seizure;;;;
6.252.222;5221;1535130036,25;12:00:36,25;1305,25;1;seizure;;;;
6.243.256;5222;1535130036,50;12:00:36,50;1305,5;1;seizure;;;;
6.229.167;5223;1535130036,75;12:00:36,75;1305,75;1;seizure;;;;
6.216.360;5224;1535130037,00;12:00:37,00;1306;1;seizure;;;;
6.204.833;5225;1535130037,25;12:00:37,25;1306,25;1;seizure;;;;
6.203.552;5226;1535130037,50;12:00:37,50;1306,5;1;seizure;;;;
6.181.778;5227;1535130037,75;12:00:37,75;1306,75;1;seizure;;;;
6.180.497;5228;1535130038,00;12:00:38,00;1307;1;seizure;;;;
6.167.689;5229;1535130038,25;12:00:38,25;1307,25;1;seizure;;;;
6.161.285;5230;1535130038,50;12:00:38,50;1307,5;1;seizure;;;;
6.163.847;5231;1535130038,75;12:00:38,75;1307,75;1;seizure;;;;
6.220.202;5232;1535130039,00;12:00:39,00;1308;1;seizure;;;;
6.280.399;5233;1535130039,25;12:00:39,25;1308,25;1;seizure;;;;
6.332.911;5234;1535130039,50;12:00:39,50;1308,5;1;seizure;;;;
6.366.212;5235;1535130039,75;12:00:39,75;1308,75;1;seizure;;;;
6.386.705;5236;1535130040,00;12:00:40,00;1309;1;seizure;;;;
6.394.390;5237;1535130040,25;12:00:40,25;1309,25;1;seizure;;;;
6.390.547;5238;1535130040,50;12:00:40,50;1309,5;1;seizure;;;;
6.377.739;5239;1535130040,75;12:00:40,75;1309,75;1;seizure;;;;
6.349.562;5240;1535130041,00;12:00:41,00;1310;1;seizure;;;;
6.322.665;5241;1535130041,25;12:00:41,25;1310,25;1;seizure;;;;
6.297.050;5242;1535130041,50;12:00:41,50;1310,5;1;seizure;;;;
6.276.556;5243;1535130041,75;12:00:41,75;1310,75;1;seizure;;;;
6.256.064;5244;1535130042,00;12:00:42,00;1311;1;seizure;;;;
6.247.098;5245;1535130042,25;12:00:42,25;1311,25;1;seizure;;;;
6.221.483;5246;1535130042,50;12:00:42,50;1311,5;1;seizure;;;;
6.206.113;5247;1535130042,75;12:00:42,75;1311,75;1;seizure;;;;
6.194.586;5248;1535130043,00;12:00:43,00;1312;1;seizure;;;;
6.177.936;5249;1535130043,25;12:00:43,25;1312,25;1;seizure;;;;
6.174.093;5250;1535130043,50;12:00:43,50;1312,5;1;seizure;;;;
6.193.305;5251;1535130043,75;12:00:43,75;1312,75;1;seizure;;;;
6.259.906;5252;1535130044,00;12:00:44,00;1313;0;nonseizure;;;;
6.361.089;5253;1535130044,25;12:00:44,25;1313,25;0;nonseizure;;;;
6.473.799;5254;1535130044,50;12:00:44,50;1313,5;0;nonseizure;;;;
6.572.420;5255;1535130044,75;12:00:44,75;1313,75;0;nonseizure;;;;
6.636.459;5256;1535130045,00;12:00:45,00;1314;0;nonseizure;;;;
6.646.705;5257;1535130045,25;12:00:45,25;1314,25;0;nonseizure;;;;
6.626.213;5258;1535130045,50;12:00:45,50;1314,5;0;nonseizure;;;;
6.592.912;5259;1535130045,75;12:00:45,75;1314,75;0;nonseizure;;;;
6.555.769;5260;1535130046,00;12:00:46,00;1315;0;nonseizure;;;;
6.521.188;5261;1535130046,25;12:00:46,25;1315,25;0;nonseizure;;;;
6.485.326;5262;1535130046,50;12:00:46,50;1315,5;0;nonseizure;;;;
6.450.744;5263;1535130046,75;12:00:46,75;1315,75;0;nonseizure;;;;
6.420.005;5264;1535130047,00;12:00:47,00;1316;0;nonseizure;;;;
6.395.670;5265;1535130047,25;12:00:47,25;1316,25;0;nonseizure;;;;
6.372.616;5266;1535130047,50;12:00:47,50;1316,5;0;nonseizure;;;;
6.357.246;5267;1535130047,75;12:00:47,75;1316,75;0;nonseizure;;;;
6.340.596;5268;1535130048,00;12:00:48,00;1317;0;nonseizure;;;;
6.317.542;5269;1535130048,25;12:00:48,25;1317,25;0;nonseizure;;;;
6.299.611;5270;1535130048,50;12:00:48,50;1317,5;0;nonseizure;;;;
6.293.207;5271;1535130048,75;12:00:48,75;1317,75;0;nonseizure;;;;
6.281.680;5272;1535130049,00;12:00:49,00;1318;0;nonseizure;;;;
6.263.749;5273;1535130049,25;12:00:49,25;1318,25;0;nonseizure;;;;
6.253.502;5274;1535130049,50;12:00:49,50;1318,5;0;nonseizure;;;;
6.234.291;5275;1535130049,75;12:00:49,75;1318,75;0;nonseizure;;;;
6.220.202;5276;1535130050,00;12:00:50,00;1319;1;seizure;;;;
6.206.113;5277;1535130050,25;12:00:50,25;1319,25;1;seizure;;;;
6.192.024;5278;1535130050,50;12:00:50,50;1319,5;1;seizure;;;;
6.179.216;5279;1535130050,75;12:00:50,75;1319,75;1;seizure;;;;
6.162.566;5280;1535130051,00;12:00:51,00;1320;1;seizure;;;;
6.147.197;5281;1535130051,25;12:00:51,25;1320,25;1;seizure;;;;
6.167.689;5282;1535130051,50;12:00:51,50;1320,5;1;seizure;;;;
6.233.010;5283;1535130051,75;12:00:51,75;1320,75;1;seizure;;;;
6.314.981;5284;1535130052,00;12:00:52,00;1321;1;seizure;;;;
6.436.656;5285;1535130052,25;12:00:52,25;1321,25;1;seizure;;;;
6.513.503;5286;1535130052,50;12:00:52,50;1321,5;1;seizure;;;;
6.554.488;5287;1535130052,75;12:00:52,75;1321,75;1;seizure;;;;
6.560.892;5288;1535130053,00;12:00:53,00;1322;1;seizure;;;;
6.535.276;5289;1535130053,25;12:00:53,25;1322,25;1;seizure;;;;
6.508.380;5290;1535130053,50;12:00:53,50;1322,5;1;seizure;;;;
6.450.744;5291;1535130053,75;12:00:53,75;1322,75;1;seizure;;;;
6.409.759;5292;1535130054,00;12:00:54,00;1323;1;seizure;;;;
6.376.458;5293;1535130054,25;12:00:54,25;1323,25;1;seizure;;;;
6.353.404;5294;1535130054,50;12:00:54,50;1323,5;1;seizure;;;;
6.322.665;5295;1535130054,75;12:00:54,75;1323,75;1;seizure;;;;
6.297.050;5296;1535130055,00;12:00:55,00;1324;0;nonseizure;;;;
6.275.276;5297;1535130055,25;12:00:55,25;1324,25;0;nonseizure;;;;
6.256.064;5298;1535130055,50;12:00:55,50;1324,5;0;nonseizure;;;;
6.239.414;5299;1535130055,75;12:00:55,75;1324,75;0;nonseizure;;;;
6.221.483;5300;1535130056,00;12:00:56,00;1325;0;nonseizure;;;;
6.206.113;5301;1535130056,25;12:00:56,25;1325,25;0;nonseizure;;;;
6.188.182;5302;1535130056,50;12:00:56,50;1325,5;0;nonseizure;;;;
6.175.374;5303;1535130056,75;12:00:56,75;1325,75;0;nonseizure;;;;
6.167.689;5304;1535130057,00;12:00:57,00;1326;0;nonseizure;;;;
6.151.039;5305;1535130057,25;12:00:57,25;1326,25;0;nonseizure;;;;
6.135.670;5306;1535130057,50;12:00:57,50;1326,5;0;nonseizure;;;;
6.121.581;5307;1535130057,75;12:00:57,75;1326,75;0;nonseizure;;;;
6.110.054;5308;1535130058,00;12:00:58,00;1327;0;nonseizure;;;;
6.093.403;5309;1535130058,25;12:00:58,25;1327,25;0;nonseizure;;;;
6.084.438;5310;1535130058,50;12:00:58,50;1327,5;0;nonseizure;;;;
6.069.068;5311;1535130058,75;12:00:58,75;1327,75;0;nonseizure;;;;
6.058.822;5312;1535130059,00;12:00:59,00;1328;0;nonseizure;;;;
6.058.822;5313;1535130059,25;12:00:59,25;1328,25;0;nonseizure;;;;
6.037.049;5314;1535130059,50;12:00:59,50;1328,5;0;nonseizure;;;;
6.029.364;5315;1535130059,75;12:00:59,75;1328,75;0;nonseizure;;;;
6.042.172;5316;1535130060,00;12:01:00,00;1329;0;nonseizure;;;;
6.026.803;5317;1535130060,25;12:01:00,25;1329,25;0;nonseizure;;;;
6.026.803;5318;1535130060,50;12:01:00,50;1329,5;0;nonseizure;;;;
6.020.399;5319;1535130060,75;12:01:00,75;1329,75;0;nonseizure;;;;
6.031.926;5320;1535130061,00;12:01:01,00;1330;0;nonseizure;;;;
6.035.768;5321;1535130061,25;12:01:01,25;1330,25;0;nonseizure;;;;
6.035.768;5322;1535130061,50;12:01:01,50;1330,5;0;nonseizure;;;;
6.031.926;5323;1535130061,75;12:01:01,75;1330,75;0;nonseizure;;;;
6.029.364;5324;1535130062,00;12:01:02,00;1331;0;nonseizure;;;;
6.025.522;5325;1535130062,25;12:01:02,25;1331,25;0;nonseizure;;;;
6.020.399;5326;1535130062,50;12:01:02,50;1331,5;0;nonseizure;;;;
6.016.556;5327;1535130062,75;12:01:02,75;1331,75;0;nonseizure;;;;
6.002.467;5328;1535130063,00;12:01:03,00;1332;0;nonseizure;;;;
5.993.502;5329;1535130063,25;12:01:03,25;1332,25;0;nonseizure;;;;
5.985.817;5330;1535130063,50;12:01:03,50;1332,5;0;nonseizure;;;;
5.974.290;5331;1535130063,75;12:01:03,75;1332,75;0;nonseizure;;;;
5.965.324;5332;1535130064,00;12:01:04,00;1333;0;nonseizure;;;;
5.946.113;5333;1535130064,25;12:01:04,25;1333,25;0;nonseizure;;;;
5.946.113;5334;1535130064,50;12:01:04,50;1333,5;0;nonseizure;;;;
5.932.024;5335;1535130064,75;12:01:04,75;1333,75;0;nonseizure;;;;
5.928.753;5336;1535130065,00;12:01:05,00;1334;0;nonseizure;;;;
5.910.822;5337;1535130065,25;12:01:05,25;1334,25;0;nonseizure;;;;
5.906.980;5338;1535130065,50;12:01:05,50;1334,5;0;nonseizure;;;;
5.891.610;5339;1535130065,75;12:01:05,75;1334,75;0;nonseizure;;;;
5.889.048;5340;1535130066,00;12:01:06,00;1335;0;nonseizure;;;;
5.869.836;5341;1535130066,25;12:01:06,25;1335,25;0;nonseizure;;;;
5.867.275;5342;1535130066,50;12:01:06,50;1335,5;0;nonseizure;;;;
5.862.152;5343;1535130066,75;12:01:06,75;1335,75;0;nonseizure;;;;
5.850.625;5344;1535130067,00;12:01:07,00;1336;0;nonseizure;;;;
5.831.413;5345;1535130067,25;12:01:07,25;1336,25;0;nonseizure;;;;
5.821.167;5346;1535130067,50;12:01:07,50;1336,5;0;nonseizure;;;;
5.812.201;5347;1535130067,75;12:01:07,75;1336,75;0;nonseizure;;;;
5.804.516;5348;1535130068,00;12:01:08,00;1337;0;nonseizure;;;;
5.796.831;5349;1535130068,25;12:01:08,25;1337,25;0;nonseizure;;;;
5.781.462;5350;1535130068,50;12:01:08,50;1337,5;0;nonseizure;;;;
5.780.181;5351;1535130068,75;12:01:08,75;1337,75;0;nonseizure;;;;
5.771.215;5352;1535130069,00;12:01:09,00;1338;0;nonseizure;;;;
5.755.846;5353;1535130069,25;12:01:09,25;1338,25;0;nonseizure;;;;
5.750.723;5354;1535130069,50;12:01:09,50;1338,5;0;nonseizure;;;;
5.750.723;5355;1535130069,75;12:01:09,75;1338,75;0;nonseizure;;;;
5.791.708;5356;1535130070,00;12:01:10,00;1339;0;nonseizure;;;;
5.869.836;5357;1535130070,25;12:01:10,25;1339,25;0;nonseizure;;;;
5.949.245;5358;1535130070,50;12:01:10,50;1339,5;0;nonseizure;;;;
6.010.724;5359;1535130070,75;12:01:10,75;1339,75;0;nonseizure;;;;
6.040.182;5360;1535130071,00;12:01:11,00;1340;0;nonseizure;;;;
6.033.778;5361;1535130071,25;12:01:11,25;1340,25;0;nonseizure;;;;
6.031.216;5362;1535130071,50;12:01:11,50;1340,5;0;nonseizure;;;;
5.994.073;5363;1535130071,75;12:01:11,75;1340,75;0;nonseizure;;;;
5.964.615;5364;1535130072,00;12:01:12,00;1341;0;nonseizure;;;;
5.923.630;5365;1535130072,25;12:01:12,25;1341,25;0;nonseizure;;;;
5.899.294;5366;1535130072,50;12:01:12,50;1341,5;0;nonseizure;;;;
5.905.699;5367;1535130072,75;12:01:12,75;1341,75;0;nonseizure;;;;
5.986.388;5368;1535130073,00;12:01:13,00;1342;0;nonseizure;;;;
6.123.433;5369;1535130073,25;12:01:13,25;1342,25;0;nonseizure;;;;
6.272.005;5370;1535130073,50;12:01:13,50;1342,5;0;nonseizure;;;;
6.371.907;5371;1535130073,75;12:01:13,75;1342,75;0;nonseizure;;;;
6.396.242;5372;1535130074,00;12:01:14,00;1343;0;nonseizure;;;;
6.385.995;5373;1535130074,25;12:01:14,25;1343,25;0;nonseizure;;;;
6.341.167;5374;1535130074,50;12:01:14,50;1343,5;0;nonseizure;;;;
6.291.217;5375;1535130074,75;12:01:14,75;1343,75;0;nonseizure;;;;
6.251.512;5376;1535130075,00;12:01:15,00;1344;0;nonseizure;;;;
6.197.719;5377;1535130075,25;12:01:15,25;1344,25;0;nonseizure;;;;
6.155.453;5378;1535130075,50;12:01:15,50;1344,5;0;nonseizure;;;;
6.123.433;5379;1535130075,75;12:01:15,75;1344,75;0;nonseizure;;;;
6.091.413;5380;1535130076,00;12:01:16,00;1345;0;nonseizure;;;;
6.064.517;5381;1535130076,25;12:01:16,25;1345,25;0;nonseizure;;;;
6.052.989;5382;1535130076,50;12:01:16,50;1345,5;0;nonseizure;;;;
6.027.374;5383;1535130076,75;12:01:16,75;1345,75;0;nonseizure;;;;
6.009.443;5384;1535130077,00;12:01:17,00;1346;0;nonseizure;;;;
5.990.231;5385;1535130077,25;12:01:17,25;1346,25;0;nonseizure;;;;
5.974.861;5386;1535130077,50;12:01:17,50;1346,5;0;nonseizure;;;;
5.958.211;5387;1535130077,75;12:01:17,75;1346,75;0;nonseizure;;;;
5.950.526;5388;1535130078,00;12:01:18,00;1347;0;nonseizure;;;;
5.931.314;5389;1535130078,25;12:01:18,25;1347,25;0;nonseizure;;;;
5.928.753;5390;1535130078,50;12:01:18,50;1347,5;0;nonseizure;;;;
5.909.541;5391;1535130078,75;12:01:18,75;1347,75;0;nonseizure;;;;
5.908.260;5392;1535130079,00;12:01:19,00;1348;0;nonseizure;;;;
5.913.383;5393;1535130079,25;12:01:19,25;1348,25;0;nonseizure;;;;
5.918.507;5394;1535130079,50;12:01:19,50;1348,5;0;nonseizure;;;;
5.912.103;5395;1535130079,75;12:01:19,75;1348,75;0;nonseizure;;;;
5.909.541;5396;1535130080,00;12:01:20,00;1349;0;nonseizure;;;;
5.891.610;5397;1535130080,25;12:01:20,25;1349,25;0;nonseizure;;;;
5.880.083;5398;1535130080,50;12:01:20,50;1349,5;0;nonseizure;;;;
5.858.309;5399;1535130080,75;12:01:20,75;1349,75;0;nonseizure;;;;
5.844.221;5400;1535130081,00;12:01:21,00;1350;0;nonseizure;;;;
5.841.659;5401;1535130081,25;12:01:21,25;1350,25;0;nonseizure;;;;
5.813.482;5402;1535130081,50;12:01:21,50;1350,5;0;nonseizure;;;;
5.798.112;5403;1535130081,75;12:01:21,75;1350,75;0;nonseizure;;;;
5.794.270;5404;1535130082,00;12:01:22,00;1351;0;nonseizure;;;;
5.776.339;5405;1535130082,25;12:01:22,25;1351,25;0;nonseizure;;;;
5.766.092;5406;1535130082,50;12:01:22,50;1351,5;0;nonseizure;;;;
5.758.408;5407;1535130082,75;12:01:22,75;1351,75;0;nonseizure;;;;
5.749.442;5408;1535130083,00;12:01:23,00;1352;0;nonseizure;;;;
5.740.477;5409;1535130083,25;12:01:23,25;1352,25;0;nonseizure;;;;
5.722.546;5410;1535130083,50;12:01:23,50;1352,5;0;nonseizure;;;;
5.722.546;5411;1535130083,75;12:01:23,75;1352,75;0;nonseizure;;;;
5.721.265;5412;1535130084,00;12:01:24,00;1353;0;nonseizure;;;;
5.757.127;5413;1535130084,25;12:01:24,25;1353,25;0;nonseizure;;;;
5.812.201;5414;1535130084,50;12:01:24,50;1353,5;0;nonseizure;;;;
5.855.748;5415;1535130084,75;12:01:24,75;1353,75;0;nonseizure;;;;
5.877.521;5416;1535130085,00;12:01:25,00;1354;0;nonseizure;;;;
5.889.048;5417;1535130085,25;12:01:25,25;1354,25;0;nonseizure;;;;
5.913.383;5418;1535130085,50;12:01:25,50;1354,5;0;nonseizure;;;;
5.942.842;5419;1535130085,75;12:01:25,75;1354,75;0;nonseizure;;;;
5.958.211;5420;1535130086,00;12:01:26,00;1355;0;nonseizure;;;;
5.967.176;5421;1535130086,25;12:01:26,25;1355,25;0;nonseizure;;;;
5.956.930;5422;1535130086,50;12:01:26,50;1355,5;0;nonseizure;;;;
5.927.472;5423;1535130086,75;12:01:26,75;1355,75;0;nonseizure;;;;
5.908.260;5424;1535130087,00;12:01:27,00;1356;0;nonseizure;;;;
5.878.802;5425;1535130087,25;12:01:27,25;1356,25;0;nonseizure;;;;
5.860.871;5426;1535130087,50;12:01:27,50;1356,5;0;nonseizure;;;;
5.837.817;5427;1535130087,75;12:01:27,75;1356,75;0;nonseizure;;;;
5.821.167;5428;1535130088,00;12:01:28,00;1357;0;nonseizure;;;;
5.798.112;5429;1535130088,25;12:01:28,25;1357,25;0;nonseizure;;;;
5.799.393;5430;1535130088,50;12:01:28,50;1357,5;0;nonseizure;;;;
5.818.605;5431;1535130088,75;12:01:28,75;1357,75;0;nonseizure;;;;
5.849.344;5432;1535130089,00;12:01:29,00;1358;0;nonseizure;;;;
5.874.959;5433;1535130089,25;12:01:29,25;1358,25;0;nonseizure;;;;
5.877.521;5434;1535130089,50;12:01:29,50;1358,5;0;nonseizure;;;;
5.869.836;5435;1535130089,75;12:01:29,75;1358,75;0;nonseizure;;;;
5.844.221;5436;1535130090,00;12:01:30,00;1359;0;nonseizure;;;;
5.827.570;5437;1535130090,25;12:01:30,25;1359,25;0;nonseizure;;;;
5.794.270;5438;1535130090,50;12:01:30,50;1359,5;0;nonseizure;;;;
5.780.181;5439;1535130090,75;12:01:30,75;1359,75;0;nonseizure;;;;
5.762.250;5440;1535130091,00;12:01:31,00;1360;0;nonseizure;;;;
5.757.127;5441;1535130091,25;12:01:31,25;1360,25;0;nonseizure;;;;
5.749.442;5442;1535130091,50;12:01:31,50;1360,5;0;nonseizure;;;;
5.723.826;5443;1535130091,75;12:01:31,75;1360,75;0;nonseizure;;;;
5.721.265;5444;1535130092,00;12:01:32,00;1361;0;nonseizure;;;;
5.703.333;5445;1535130092,25;12:01:32,25;1361,25;0;nonseizure;;;;
5.684.122;5446;1535130092,50;12:01:32,50;1361,5;0;nonseizure;;;;
5.672.595;5447;1535130092,75;12:01:32,75;1361,75;0;nonseizure;;;;
5.670.033;5448;1535130093,00;12:01:33,00;1362;0;nonseizure;;;;
5.663.629;5449;1535130093,25;12:01:33,25;1362,25;0;nonseizure;;;;
5.645.698;5450;1535130093,50;12:01:33,50;1362,5;0;nonseizure;;;;
5.630.329;5451;1535130093,75;12:01:33,75;1362,75;0;nonseizure;;;;
5.626.486;5452;1535130094,00;12:01:34,00;1363;0;nonseizure;;;;
5.622.643;5453;1535130094,25;12:01:34,25;1363,25;0;nonseizure;;;;
5.612.397;5454;1535130094,50;12:01:34,50;1363,5;0;nonseizure;;;;
5.607.274;5455;1535130094,75;12:01:34,75;1363,75;0;nonseizure;;;;
5.599.589;5456;1535130095,00;12:01:35,00;1364;0;nonseizure;;;;
5.590.624;5457;1535130095,25;12:01:35,25;1364,25;0;nonseizure;;;;
5.581.658;5458;1535130095,50;12:01:35,50;1364,5;0;nonseizure;;;;
5.575.254;5459;1535130095,75;12:01:35,75;1364,75;0;nonseizure;;;;
5.565.008;5460;1535130096,00;12:01:36,00;1365;0;nonseizure;;;;
5.548.358;5461;1535130096,25;12:01:36,25;1365,25;0;nonseizure;;;;
5.541.954;5462;1535130096,50;12:01:36,50;1365,5;0;nonseizure;;;;
5.538.112;5463;1535130096,75;12:01:36,75;1365,75;0;nonseizure;;;;
5.526.584;5464;1535130097,00;12:01:37,00;1366;0;nonseizure;;;;
5.506.092;5465;1535130097,25;12:01:37,25;1366,25;0;nonseizure;;;;
5.502.249;5466;1535130097,50;12:01:37,50;1366,5;0;nonseizure;;;;
5.497.126;5467;1535130097,75;12:01:37,75;1366,75;0;nonseizure;;;;
5.489.441;5468;1535130098,00;12:01:38,00;1367;0;nonseizure;;;;
5.476.634;5469;1535130098,25;12:01:38,25;1367,25;0;nonseizure;;;;
5.476.634;5470;1535130098,50;12:01:38,50;1367,5;0;nonseizure;;;;
5.462.545;5471;1535130098,75;12:01:38,75;1367,75;0;nonseizure;;;;
5.458.703;5472;1535130099,00;12:01:39,00;1368;0;nonseizure;;;;
5.452.299;5473;1535130099,25;12:01:39,25;1368,25;0;nonseizure;;;;
5.444.614;5474;1535130099,50;12:01:39,50;1368,5;0;nonseizure;;;;
5.430.525;5475;1535130099,75;12:01:39,75;1368,75;0;nonseizure;;;;
5.432.248;5476;1535130100,00;12:01:40,00;1369;0;nonseizure;;;;
5.420.721;5477;1535130100,25;12:01:40,25;1369,25;0;nonseizure;;;;
5.413.036;5478;1535130100,50;12:01:40,50;1369,5;0;nonseizure;;;;
5.406.632;5479;1535130100,75;12:01:40,75;1369,75;0;nonseizure;;;;
5.396.386;5480;1535130101,00;12:01:41,00;1370;0;nonseizure;;;;
5.391.263;5481;1535130101,25;12:01:41,25;1370,25;0;nonseizure;;;;
5.386.140;5482;1535130101,50;12:01:41,50;1370,5;0;nonseizure;;;;
5.397.667;5483;1535130101,75;12:01:41,75;1370,75;0;nonseizure;;;;
5.471.953;5484;1535130102,00;12:01:42,00;1371;0;nonseizure;;;;
5.620.525;5485;1535130102,25;12:01:42,25;1371,25;0;nonseizure;;;;
5.810.082;5486;1535130102,50;12:01:42,50;1371,5;0;nonseizure;;;;
5.970.181;5487;1535130102,75;12:01:42,75;1371,75;0;nonseizure;;;;
6.129.837;5488;1535130103,00;12:01:43,00;1372;0;nonseizure;;;;
6.156.734;5489;1535130103,25;12:01:43,25;1372,25;0;nonseizure;;;;
6.132.399;5490;1535130103,50;12:01:43,50;1372,5;0;nonseizure;;;;
6.073.482;5491;1535130103,75;12:01:43,75;1372,75;0;nonseizure;;;;
6.013.285;5492;1535130104,00;12:01:44,00;1373;0;nonseizure;;;;
5.945.403;5493;1535130104,25;12:01:44,25;1373,25;0;nonseizure;;;;
5.899.294;5494;1535130104,50;12:01:44,50;1373,5;0;nonseizure;;;;
5.853.186;5495;1535130104,75;12:01:44,75;1373,75;0;nonseizure;;;;
5.817.324;5496;1535130105,00;12:01:45,00;1374;0;nonseizure;;;;
5.780.181;5497;1535130105,25;12:01:45,25;1374,25;0;nonseizure;;;;
5.760.969;5498;1535130105,50;12:01:45,50;1374,5;0;nonseizure;;;;
5.735.353;5499;1535130105,75;12:01:45,75;1374,75;0;nonseizure;;;;
5.714.860;5500;1535130106,00;12:01:46,00;1375;0;nonseizure;;;;
