1.535.128.731;[sample number];[timestamp per row];[timestamp from unix to excel friendly with timezone offset];[second];[binomial];[label];;FECHA Y HORA INICIAL;;
4;;;;;;;;11:38:51;;
5.476.634;2322;1535129311,50;11:48:31,50;580,5;0;nonseizure;;;;
5.475.353;2323;1535129311,75;11:48:31,75;580,75;0;nonseizure;;;;
5.516.338;2324;1535129312,00;11:48:32,00;581;0;nonseizure;;;;
5.548.358;2325;1535129312,25;11:48:32,25;581,25;0;nonseizure;;;;
5.572.693;2326;1535129312,50;11:48:32,50;581,5;0;nonseizure;;;;
5.579.097;2327;1535129312,75;11:48:32,75;581,75;0;nonseizure;;;;
5.571.412;2328;1535129313,00;11:48:33,00;582;0;nonseizure;;;;
5.541.954;2329;1535129313,25;11:48:33,25;582,25;0;nonseizure;;;;
5.513.776;2330;1535129313,50;11:48:33,50;582,5;0;nonseizure;;;;
5.484.318;2331;1535129313,75;11:48:33,75;582,75;0;nonseizure;;;;
5.457.422;2332;1535129314,00;11:48:34,00;583;0;nonseizure;;;;
5.435.648;2333;1535129314,25;11:48:34,25;583,25;0;nonseizure;;;;
5.423.283;2334;1535129314,50;11:48:34,50;583,5;0;nonseizure;;;;
5.466.830;2335;1535129314,75;11:48:34,75;583,75;0;nonseizure;;;;
5.573.135;2336;1535129315,00;11:48:35,00;584;0;nonseizure;;;;
5.707.618;2337;1535129315,25;11:48:35,25;584,25;0;nonseizure;;;;
5.833.136;2338;1535129315,50;11:48:35,50;584,5;0;nonseizure;;;;
5.918.949;2339;1535129315,75;11:48:35,75;584,75;0;nonseizure;;;;
5.999.639;2340;1535129316,00;11:48:36,00;585;0;nonseizure;;;;
6.220.773;2341;1535129316,25;11:48:36,25;585,25;0;nonseizure;;;;
6.403.926;2342;1535129316,50;11:48:36,50;585,5;0;nonseizure;;;;
6.501.266;2343;1535129316,75;11:48:36,75;585,75;0;nonseizure;;;;
6.600.597;2344;1535129317,00;11:48:37,00;586;0;nonseizure;;;;
6.576.262;2345;1535129317,25;11:48:37,25;586,25;0;nonseizure;;;;
6.507.099;2346;1535129317,50;11:48:37,50;586,5;0;nonseizure;;;;
6.400.794;2347;1535129317,75;11:48:37,75;586,75;0;nonseizure;;;;
6.318.823;2348;1535129318,00;11:48:38,00;587;0;nonseizure;;;;
6.277.837;2349;1535129318,25;11:48:38,25;587,25;0;nonseizure;;;;
6.257.345;2350;1535129318,50;11:48:38,50;587,5;0;nonseizure;;;;
6.252.222;2351;1535129318,75;11:48:38,75;587,75;0;nonseizure;;;;
6.220.202;2352;1535129319,00;11:48:39,00;588;0;nonseizure;;;;
6.185.620;2353;1535129319,25;11:48:39,25;588,25;0;nonseizure;;;;
6.143.354;2354;1535129319,50;11:48:39,50;588,5;0;nonseizure;;;;
6.097.246;2355;1535129319,75;11:48:39,75;588,75;0;nonseizure;;;;
6.051.137;2356;1535129320,00;11:48:40,00;589;0;nonseizure;;;;
6.012.714;2357;1535129320,25;11:48:40,25;589,25;0;nonseizure;;;;
5.974.290;2358;1535129320,50;11:48:40,50;589,5;0;nonseizure;;;;
5.940.989;2359;1535129320,75;11:48:40,75;589,75;0;nonseizure;;;;
5.918.507;2360;1535129321,00;11:48:41,00;590;0;nonseizure;;;;
5.885.206;2361;1535129321,25;11:48:41,25;590,25;0;nonseizure;;;;
5.865.994;2362;1535129321,50;11:48:41,50;590,5;0;nonseizure;;;;
5.837.817;2363;1535129321,75;11:48:41,75;590,75;0;nonseizure;;;;
5.817.324;2364;1535129322,00;11:48:42,00;591;0;nonseizure;;;;
5.796.831;2365;1535129322,25;11:48:42,25;591,25;0;nonseizure;;;;
5.790.427;2366;1535129322,50;11:48:42,50;591,5;0;nonseizure;;;;
5.760.969;2367;1535129322,75;11:48:42,75;591,75;0;nonseizure;;;;
5.749.442;2368;1535129323,00;11:48:43,00;592;0;nonseizure;;;;
5.726.388;2369;1535129323,25;11:48:43,25;592,25;0;nonseizure;;;;
5.707.176;2370;1535129323,50;11:48:43,50;592,5;0;nonseizure;;;;
5.690.526;2371;1535129323,75;11:48:43,75;592,75;0;nonseizure;;;;
5.667.471;2372;1535129324,00;11:48:44,00;593;0;nonseizure;;;;
5.645.698;2373;1535129324,25;11:48:44,25;593,25;0;nonseizure;;;;
5.630.329;2374;1535129324,50;11:48:44,50;593,5;0;nonseizure;;;;
5.641.856;2375;1535129324,75;11:48:44,75;593,75;0;nonseizure;;;;
5.687.964;2376;1535129325,00;11:48:45,00;594;0;nonseizure;;;;
5.728.950;2377;1535129325,25;11:48:45,25;594,25;0;nonseizure;;;;
5.757.127;2378;1535129325,50;11:48:45,50;594,5;0;nonseizure;;;;
5.784.023;2379;1535129325,75;11:48:45,75;594,75;0;nonseizure;;;;
5.760.969;2380;1535129326,00;11:48:46,00;595;0;nonseizure;;;;
5.757.127;2381;1535129326,25;11:48:46,25;595,25;0;nonseizure;;;;
5.717.422;2382;1535129326,50;11:48:46,50;595,5;0;nonseizure;;;;
5.686.683;2383;1535129326,75;11:48:46,75;595,75;0;nonseizure;;;;
5.662.348;2384;1535129327,00;11:48:47,00;596;0;nonseizure;;;;
5.634.171;2385;1535129327,25;11:48:47,25;596,25;0;nonseizure;;;;
5.612.397;2386;1535129327,50;11:48:47,50;596,5;0;nonseizure;;;;
5.593.185;2387;1535129327,75;11:48:47,75;596,75;0;nonseizure;;;;
5.572.693;2388;1535129328,00;11:48:48,00;597;0;nonseizure;;;;
5.559.885;2389;1535129328,25;11:48:48,25;597,25;0;nonseizure;;;;
5.554.762;2390;1535129328,50;11:48:48,50;597,5;0;nonseizure;;;;
5.547.077;2391;1535129328,75;11:48:48,75;597,75;0;nonseizure;;;;
5.521.461;2392;1535129329,00;11:48:49,00;598;0;nonseizure;;;;
5.507.372;2393;1535129329,25;11:48:49,25;598,25;0;nonseizure;;;;
5.493.284;2394;1535129329,50;11:48:49,50;598,5;0;nonseizure;;;;
5.483.037;2395;1535129329,75;11:48:49,75;598,75;0;nonseizure;;;;
5.470.230;2396;1535129330,00;11:48:50,00;599;0;nonseizure;;;;
5.486.880;2397;1535129330,25;11:48:50,25;599,25;0;nonseizure;;;;
5.561.166;2398;1535129330,50;11:48:50,50;599,5;0;nonseizure;;;;
5.663.629;2399;1535129330,75;11:48:50,75;599,75;0;nonseizure;;;;
5.758.408;2400;1535129331,00;11:48:51,00;600;0;nonseizure;;;;
5.818.605;2401;1535129331,25;11:48:51,25;600,25;0;nonseizure;;;;
5.855.748;2402;1535129331,50;11:48:51,50;600,5;0;nonseizure;;;;
5.830.132;2403;1535129331,75;11:48:51,75;600,75;0;nonseizure;;;;
5.789.146;2404;1535129332,00;11:48:52,00;601;0;nonseizure;;;;
5.741.757;2405;1535129332,25;11:48:52,25;601,25;0;nonseizure;;;;
5.699.491;2406;1535129332,50;11:48:52,50;601,5;0;nonseizure;;;;
5.657.225;2407;1535129332,75;11:48:52,75;601,75;0;nonseizure;;;;
5.629.048;2408;1535129333,00;11:48:53,00;602;0;nonseizure;;;;
5.600.870;2409;1535129333,25;11:48:53,25;602,25;0;nonseizure;;;;
5.577.816;2410;1535129333,50;11:48:53,50;602,5;0;nonseizure;;;;
5.570.131;2411;1535129333,75;11:48:53,75;602,75;0;nonseizure;;;;
5.607.274;2412;1535129334,00;11:48:54,00;603;0;nonseizure;;;;
5.663.629;2413;1535129334,25;11:48:54,25;603,25;0;nonseizure;;;;
5.722.546;2414;1535129334,50;11:48:54,50;603,5;0;nonseizure;;;;
5.764.812;2415;1535129334,75;11:48:54,75;603,75;0;nonseizure;;;;
5.760.969;2416;1535129335,00;11:48:55,00;604;0;nonseizure;;;;
5.743.038;2417;1535129335,25;11:48:55,25;604,25;0;nonseizure;;;;
5.709.737;2418;1535129335,50;11:48:55,50;604,5;0;nonseizure;;;;
5.671.314;2419;1535129335,75;11:48:55,75;604,75;0;nonseizure;;;;
5.646.979;2420;1535129336,00;11:48:56,00;605;0;nonseizure;;;;
5.623.924;2421;1535129336,25;11:48:56,25;605,25;0;nonseizure;;;;
5.612.397;2422;1535129336,50;11:48:56,50;605,5;0;nonseizure;;;;
5.618.801;2423;1535129336,75;11:48:56,75;605,75;0;nonseizure;;;;
5.631.609;2424;1535129337,00;11:48:57,00;606;0;nonseizure;;;;
5.648.260;2425;1535129337,25;11:48:57,25;606,25;0;nonseizure;;;;
5.649.540;2426;1535129337,50;11:48:57,50;606,5;0;nonseizure;;;;
5.638.013;2427;1535129337,75;11:48:57,75;606,75;0;nonseizure;;;;
5.623.924;2428;1535129338,00;11:48:58,00;607;0;nonseizure;;;;
5.608.555;2429;1535129338,25;11:48:58,25;607,25;0;nonseizure;;;;
5.675.156;2430;1535129338,50;11:48:58,50;607,5;0;nonseizure;;;;
5.892.890;2431;1535129338,75;11:48:58,75;607,75;0;nonseizure;;;;
6.316.833;2432;1535129339,00;11:48:59,00;608;0;nonseizure;;;;
6.585.799;2433;1535129339,25;11:48:59,25;608,25;0;nonseizure;;;;
7.011.731;2434;1535129339,50;11:48:59,50;608,5;0;nonseizure;;;;
7.155.913;2435;1535129339,75;11:48:59,75;608,75;0;nonseizure;;;;
7.120.051;2436;1535129340,00;11:49:00,00;609;0;nonseizure;;;;
7.026.553;2437;1535129340,25;11:49:00,25;609,25;0;nonseizure;;;;
6.886.947;2438;1535129340,50;11:49:00,50;609,5;0;nonseizure;;;;
6.748.621;2439;1535129340,75;11:49:00,75;609,75;0;nonseizure;;;;
6.628.227;2440;1535129341,00;11:49:01,00;610;0;nonseizure;;;;
6.585.961;2441;1535129341,25;11:49:01,25;610,25;0;nonseizure;;;;
6.606.453;2442;1535129341,50;11:49:01,50;610,5;0;nonseizure;;;;
6.625.665;2443;1535129341,75;11:49:01,75;610,75;0;nonseizure;;;;
6.602.611;2444;1535129342,00;11:49:02,00;611;0;nonseizure;;;;
6.568.030;2445;1535129342,25;11:49:02,25;611,25;0;nonseizure;;;;
6.507.833;2446;1535129342,50;11:49:02,50;611,5;0;nonseizure;;;;
6.430.985;2447;1535129342,75;11:49:02,75;611,75;0;nonseizure;;;;
6.366.212;2448;1535129343,00;11:49:03,00;612;0;nonseizure;;;;
6.300.892;2449;1535129343,25;11:49:03,25;612,25;0;nonseizure;;;;
6.247.098;2450;1535129343,50;11:49:03,50;612,5;0;nonseizure;;;;
6.207.394;2451;1535129343,75;11:49:03,75;612,75;0;nonseizure;;;;
6.174.093;2452;1535129344,00;11:49:04,00;613;0;nonseizure;;;;
6.135.670;2453;1535129344,25;11:49:04,25;613,25;0;nonseizure;;;;
6.126.704;2454;1535129344,50;11:49:04,50;613,5;0;nonseizure;;;;
6.248.379;2455;1535129344,75;11:49:04,75;613,75;0;nonseizure;;;;
6.572.420;2456;1535129345,00;11:49:05,00;614;0;nonseizure;;;;
6.914.391;2457;1535129345,25;11:49:05,25;614,25;0;nonseizure;;;;
7.053.997;2458;1535129345,50;11:49:05,50;614,5;0;nonseizure;;;;
7.200.740;2459;1535129345,75;11:49:05,75;614,75;0;nonseizure;;;;
7.145.667;2460;1535129346,00;11:49:06,00;615;0;nonseizure;;;;
7.027.834;2461;1535129346,25;11:49:06,25;615,25;0;nonseizure;;;;
6.879.262;2462;1535129346,50;11:49:06,50;615,5;0;nonseizure;;;;
6.724.286;2463;1535129346,75;11:49:06,75;615,75;0;nonseizure;;;;
6.592.365;2464;1535129347,00;11:49:07,00;616;0;nonseizure;;;;
6.465.567;2465;1535129347,25;11:49:07,25;616,25;0;nonseizure;;;;
6.436.108;2466;1535129347,50;11:49:07,50;616,5;0;nonseizure;;;;
6.533.996;2467;1535129347,75;11:49:07,75;616,75;0;nonseizure;;;;
6.665.917;2468;1535129348,00;11:49:08,00;617;0;nonseizure;;;;
6.736.361;2469;1535129348,25;11:49:08,25;617,25;0;nonseizure;;;;
6.755.573;2470;1535129348,50;11:49:08,50;617,5;0;nonseizure;;;;
6.700.499;2471;1535129348,75;11:49:08,75;617,75;0;nonseizure;;;;
6.603.158;2472;1535129349,00;11:49:09,00;618;0;nonseizure;;;;
6.501.976;2473;1535129349,25;11:49:09,25;618,25;0;nonseizure;;;;
6.403.355;2474;1535129349,50;11:49:09,50;618,5;0;nonseizure;;;;
6.361.089;2475;1535129349,75;11:49:09,75;618,75;0;nonseizure;;;;
6.339.315;2476;1535129350,00;11:49:10,00;619;0;nonseizure;;;;
6.306.015;2477;1535129350,25;11:49:10,25;619,25;0;nonseizure;;;;
6.297.050;2478;1535129350,50;11:49:10,50;619,5;0;nonseizure;;;;
6.240.695;2479;1535129350,75;11:49:10,75;619,75;0;nonseizure;;;;
6.188.182;2480;1535129351,00;11:49:11,00;620;0;nonseizure;;;;
6.156.162;2481;1535129351,25;11:49:11,25;620,25;0;nonseizure;;;;
6.125.423;2482;1535129351,50;11:49:11,50;620,5;0;nonseizure;;;;
6.097.246;2483;1535129351,75;11:49:11,75;620,75;0;nonseizure;;;;
6.065.226;2484;1535129352,00;11:49:12,00;621;0;nonseizure;;;;
6.044.734;2485;1535129352,25;11:49:12,25;621,25;0;nonseizure;;;;
6.030.645;2486;1535129352,50;11:49:12,50;621,5;0;nonseizure;;;;
6.099.807;2487;1535129352,75;11:49:12,75;621,75;0;nonseizure;;;;
6.230.448;2488;1535129353,00;11:49:13,00;622;0;nonseizure;;;;
6.395.670;2489;1535129353,25;11:49:13,25;622,25;0;nonseizure;;;;
6.518.626;2490;1535129353,50;11:49:13,50;622,5;0;nonseizure;;;;
6.571.139;2491;1535129353,75;11:49:13,75;622,75;0;nonseizure;;;;
6.550.646;2492;1535129354,00;11:49:14,00;623;0;nonseizure;;;;
6.484.045;2493;1535129354,25;11:49:14,25;623,25;0;nonseizure;;;;
6.422.567;2494;1535129354,50;11:49:14,50;623,5;0;nonseizure;;;;
6.335.473;2495;1535129354,75;11:49:14,75;623,75;0;nonseizure;;;;
6.271.433;2496;1535129355,00;11:49:15,00;624;0;nonseizure;;;;
6.212.517;2497;1535129355,25;11:49:15,25;624,25;0;nonseizure;;;;
6.158.724;2498;1535129355,50;11:49:15,50;624,5;0;nonseizure;;;;
6.116.458;2499;1535129355,75;11:49:15,75;624,75;0;nonseizure;;;;
6.085.719;2500;1535129356,00;11:49:16,00;625;0;nonseizure;;;;
6.046.014;2501;1535129356,25;11:49:16,25;625,25;0;nonseizure;;;;
6.022.960;2502;1535129356,50;11:49:16,50;625,5;0;nonseizure;;;;
6.005.029;2503;1535129356,75;11:49:16,75;625,75;0;nonseizure;;;;
5.983.255;2504;1535129357,00;11:49:17,00;626;0;nonseizure;;;;
5.964.044;2505;1535129357,25;11:49:17,25;626,25;0;nonseizure;;;;
5.942.270;2506;1535129357,50;11:49:17,50;626,5;0;nonseizure;;;;
5.926.191;2507;1535129357,75;11:49:17,75;626,75;0;nonseizure;;;;
5.922.349;2508;1535129358,00;11:49:18,00;627;0;nonseizure;;;;
6.014.566;2509;1535129358,25;11:49:18,25;627,25;0;nonseizure;;;;
6.177.226;2510;1535129358,50;11:49:18,50;627,5;0;nonseizure;;;;
6.401.365;2511;1535129358,75;11:49:18,75;627,75;0;nonseizure;;;;
6.538.409;2512;1535129359,00;11:49:19,00;628;0;nonseizure;;;;
6.677.444;2513;1535129359,25;11:49:19,25;628,25;0;nonseizure;;;;
6.660.794;2514;1535129359,50;11:49:19,50;628,5;0;nonseizure;;;;
6.591.631;2515;1535129359,75;11:49:19,75;628,75;0;nonseizure;;;;
6.484.045;2516;1535129360,00;11:49:20,00;629;0;nonseizure;;;;
6.381.582;2517;1535129360,25;11:49:20,25;629,25;0;nonseizure;;;;
6.293.207;2518;1535129360,50;11:49:20,50;629,5;0;nonseizure;;;;
6.216.360;2519;1535129360,75;11:49:20,75;629,75;0;nonseizure;;;;
6.158.724;2520;1535129361,00;11:49:21,00;630;0;nonseizure;;;;
6.117.739;2521;1535129361,25;11:49:21,25;630,25;0;nonseizure;;;;
6.101.088;2522;1535129361,50;11:49:21,50;630,5;0;nonseizure;;;;
6.093.403;2523;1535129361,75;11:49:21,75;630,75;0;nonseizure;;;;
6.057.541;2524;1535129362,00;11:49:22,00;631;0;nonseizure;;;;
6.039.610;2525;1535129362,25;11:49:22,25;631,25;0;nonseizure;;;;
6.029.364;2526;1535129362,50;11:49:22,50;631,5;0;nonseizure;;;;
6.021.679;2527;1535129362,75;11:49:22,75;631,75;0;nonseizure;;;;
6.005.029;2528;1535129363,00;11:49:23,00;632;0;nonseizure;;;;
5.976.851;2529;1535129363,25;11:49:23,25;632,25;0;nonseizure;;;;
5.957.640;2530;1535129363,50;11:49:23,50;632,5;0;nonseizure;;;;
5.943.551;2531;1535129363,75;11:49:23,75;632,75;0;nonseizure;;;;
5.951.236;2532;1535129364,00;11:49:24,00;633;0;nonseizure;;;;
5.939.709;2533;1535129364,25;11:49:24,25;633,25;0;nonseizure;;;;
5.930.034;2534;1535129364,50;11:49:24,50;633,5;0;nonseizure;;;;
5.909.541;2535;1535129364,75;11:49:24,75;633,75;0;nonseizure;;;;
5.891.610;2536;1535129365,00;11:49:25,00;634;0;nonseizure;;;;
5.868.556;2537;1535129365,25;11:49:25,25;634,25;0;nonseizure;;;;
5.848.063;2538;1535129365,50;11:49:25,50;634,5;0;nonseizure;;;;
5.827.570;2539;1535129365,75;11:49:25,75;634,75;0;nonseizure;;;;
5.809.639;2540;1535129366,00;11:49:26,00;635;0;nonseizure;;;;
5.787.866;2541;1535129366,25;11:49:26,25;635,25;0;nonseizure;;;;
5.772.496;2542;1535129366,50;11:49:26,50;635,5;0;nonseizure;;;;
5.758.408;2543;1535129366,75;11:49:26,75;635,75;0;nonseizure;;;;
5.750.723;2544;1535129367,00;11:49:27,00;636;0;nonseizure;;;;
5.728.950;2545;1535129367,25;11:49:27,25;636,25;0;nonseizure;;;;
5.727.669;2546;1535129367,50;11:49:27,50;636,5;0;nonseizure;;;;
5.703.333;2547;1535129367,75;11:49:27,75;636,75;0;nonseizure;;;;
5.691.806;2548;1535129368,00;11:49:28,00;637;0;nonseizure;;;;
5.678.998;2549;1535129368,25;11:49:28,25;637,25;0;nonseizure;;;;
5.666.191;2550;1535129368,50;11:49:28,50;637,5;0;nonseizure;;;;
5.655.944;2551;1535129368,75;11:49:28,75;637,75;0;nonseizure;;;;
5.644.417;2552;1535129369,00;11:49:29,00;638;0;nonseizure;;;;
5.632.890;2553;1535129369,25;11:49:29,25;638,25;0;nonseizure;;;;
5.617.520;2554;1535129369,50;11:49:29,50;638,5;0;nonseizure;;;;
5.613.678;2555;1535129369,75;11:49:29,75;638,75;0;nonseizure;;;;
5.604.712;2556;1535129370,00;11:49:30,00;639;0;nonseizure;;;;
5.588.062;2557;1535129370,25;11:49:30,25;639,25;0;nonseizure;;;;
5.576.535;2558;1535129370,50;11:49:30,50;639,5;0;nonseizure;;;;
5.563.727;2559;1535129370,75;11:49:30,75;639,75;0;nonseizure;;;;
5.556.043;2560;1535129371,00;11:49:31,00;640;0;nonseizure;;;;
5.540.673;2561;1535129371,25;11:49:31,25;640,25;0;nonseizure;;;;
5.549.639;2562;1535129371,50;11:49:31,50;640,5;0;nonseizure;;;;
5.531.708;2563;1535129371,75;11:49:31,75;640,75;0;nonseizure;;;;
5.522.742;2564;1535129372,00;11:49:32,00;641;0;nonseizure;;;;
5.507.372;2565;1535129372,25;11:49:32,25;641,25;0;nonseizure;;;;
5.503.530;2566;1535129372,50;11:49:32,50;641,5;0;nonseizure;;;;
5.484.318;2567;1535129372,75;11:49:32,75;641,75;0;nonseizure;;;;
5.474.072;2568;1535129373,00;11:49:33,00;642;0;nonseizure;;;;
5.466.387;2569;1535129373,25;11:49:33,25;642,25;0;nonseizure;;;;
5.458.703;2570;1535129373,50;11:49:33,50;642,5;0;nonseizure;;;;
5.456.141;2571;1535129373,75;11:49:33,75;642,75;0;nonseizure;;;;
5.436.929;2572;1535129374,00;11:49:34,00;643;0;nonseizure;;;;
5.433.529;2573;1535129374,25;11:49:34,25;643,25;0;nonseizure;;;;
5.425.844;2574;1535129374,50;11:49:34,50;643,5;0;nonseizure;;;;
5.414.317;2575;1535129374,75;11:49:34,75;643,75;0;nonseizure;;;;
5.402.790;2576;1535129375,00;11:49:35,00;644;0;nonseizure;;;;
5.396.386;2577;1535129375,25;11:49:35,25;644,25;0;nonseizure;;;;
5.392.544;2578;1535129375,50;11:49:35,50;644,5;0;nonseizure;;;;
5.375.894;2579;1535129375,75;11:49:35,75;644,75;0;nonseizure;;;;
5.366.928;2580;1535129376,00;11:49:36,00;645;0;nonseizure;;;;
5.357.963;2581;1535129376,25;11:49:36,25;645,25;0;nonseizure;;;;
5.346.436;2582;1535129376,50;11:49:36,50;645,5;0;nonseizure;;;;
5.343.874;2583;1535129376,75;11:49:36,75;645,75;0;nonseizure;;;;
5.343.874;2584;1535129377,00;11:49:37,00;646;0;nonseizure;;;;
5.331.066;2585;1535129377,25;11:49:37,25;646,25;0;nonseizure;;;;
5.313.135;2586;1535129377,50;11:49:37,50;646,5;0;nonseizure;;;;
5.308.012;2587;1535129377,75;11:49:37,75;646,75;0;nonseizure;;;;
5.301.608;2588;1535129378,00;11:49:38,00;647;0;nonseizure;;;;
5.299.046;2589;1535129378,25;11:49:38,25;647,25;0;nonseizure;;;;
5.296.484;2590;1535129378,50;11:49:38,50;647,5;0;nonseizure;;;;
5.270.869;2591;1535129378,75;11:49:38,75;647,75;0;nonseizure;;;;
5.275.992;2592;1535129379,00;11:49:39,00;648;0;nonseizure;;;;
5.261.903;2593;1535129379,25;11:49:39,25;648,25;0;nonseizure;;;;
5.256.780;2594;1535129379,50;11:49:39,50;648,5;0;nonseizure;;;;
5.249.095;2595;1535129379,75;11:49:39,75;648,75;0;nonseizure;;;;
5.245.253;2596;1535129380,00;11:49:40,00;649;0;nonseizure;;;;
5.238.849;2597;1535129380,25;11:49:40,25;649,25;0;nonseizure;;;;
5.228.602;2598;1535129380,50;11:49:40,50;649,5;0;nonseizure;;;;
5.222.198;2599;1535129380,75;11:49:40,75;649,75;0;nonseizure;;;;
5.211.952;2600;1535129381,00;11:49:41,00;650;0;nonseizure;;;;
5.196.583;2601;1535129381,25;11:49:41,25;650,25;0;nonseizure;;;;
5.194.021;2602;1535129381,50;11:49:41,50;650,5;0;nonseizure;;;;
5.191.460;2603;1535129381,75;11:49:41,75;650,75;0;nonseizure;;;;
5.220.918;2604;1535129382,00;11:49:42,00;651;0;nonseizure;;;;
5.318.258;2605;1535129382,25;11:49:42,25;651,25;0;nonseizure;;;;
5.498.849;2606;1535129382,50;11:49:42,50;651,5;0;nonseizure;;;;
5.675.599;2607;1535129382,75;11:49:42,75;651,75;0;nonseizure;;;;
5.798.554;2608;1535129383,00;11:49:43,00;652;0;nonseizure;;;;
5.858.752;2609;1535129383,25;11:49:43,25;652,25;0;nonseizure;;;;
5.883.087;2610;1535129383,50;11:49:43,50;652,5;0;nonseizure;;;;
5.857.471;2611;1535129383,75;11:49:43,75;652,75;0;nonseizure;;;;
5.813.924;2612;1535129384,00;11:49:44,00;653;0;nonseizure;;;;
5.756.289;2613;1535129384,25;11:49:44,25;653,25;0;nonseizure;;;;
5.708.899;2614;1535129384,50;11:49:44,50;653,5;0;nonseizure;;;;
5.656.387;2615;1535129384,75;11:49:44,75;653,75;0;nonseizure;;;;
5.615.401;2616;1535129385,00;11:49:45,00;654;0;nonseizure;;;;
5.603.874;2617;1535129385,25;11:49:45,25;654,25;0;nonseizure;;;;
5.566.731;2618;1535129385,50;11:49:45,50;654,5;0;nonseizure;;;;
5.539.835;2619;1535129385,75;11:49:45,75;654,75;0;nonseizure;;;;
5.519.342;2620;1535129386,00;11:49:46,00;655;0;nonseizure;;;;
5.495.007;2621;1535129386,25;11:49:46,25;655,25;0;nonseizure;;;;
5.479.638;2622;1535129386,50;11:49:46,50;655,5;0;nonseizure;;;;
5.469.391;2623;1535129386,75;11:49:46,75;655,75;0;nonseizure;;;;
5.450.180;2624;1535129387,00;11:49:47,00;656;0;nonseizure;;;;
5.443.776;2625;1535129387,25;11:49:47,25;656,25;0;nonseizure;;;;
5.432.248;2626;1535129387,50;11:49:47,50;656,5;0;nonseizure;;;;
5.424.563;2627;1535129387,75;11:49:47,75;656,75;0;nonseizure;;;;
5.406.632;2628;1535129388,00;11:49:48,00;657;0;nonseizure;;;;
5.397.667;2629;1535129388,25;11:49:48,25;657,25;0;nonseizure;;;;
5.407.913;2630;1535129388,50;11:49:48,50;657,5;0;nonseizure;;;;
5.401.509;2631;1535129388,75;11:49:48,75;657,75;0;nonseizure;;;;
5.419.440;2632;1535129389,00;11:49:49,00;658;0;nonseizure;;;;
5.407.913;2633;1535129389,25;11:49:49,25;658,25;0;nonseizure;;;;
5.402.790;2634;1535129389,50;11:49:49,50;658,5;0;nonseizure;;;;
5.389.982;2635;1535129389,75;11:49:49,75;658,75;0;nonseizure;;;;
5.378.455;2636;1535129390,00;11:49:50,00;659;0;nonseizure;;;;
5.354.120;2637;1535129390,25;11:49:50,25;659,25;0;nonseizure;;;;
5.348.997;2638;1535129390,50;11:49:50,50;659,5;0;nonseizure;;;;
5.320.819;2639;1535129390,75;11:49:50,75;659,75;0;nonseizure;;;;
5.302.888;2640;1535129391,00;11:49:51,00;660;0;nonseizure;;;;
5.291.361;2641;1535129391,25;11:49:51,25;660,25;0;nonseizure;;;;
5.297.765;2642;1535129391,50;11:49:51,50;660,5;0;nonseizure;;;;
5.283.677;2643;1535129391,75;11:49:51,75;660,75;0;nonseizure;;;;
5.269.588;2644;1535129392,00;11:49:52,00;661;0;nonseizure;;;;
5.319.539;2645;1535129392,25;11:49:52,25;661,25;0;nonseizure;;;;
5.501.411;2646;1535129392,50;11:49:52,50;661,5;0;nonseizure;;;;
5.821.609;2647;1535129392,75;11:49:52,75;661,75;0;nonseizure;;;;
6.081.610;2648;1535129393,00;11:49:53,00;662;0;nonseizure;;;;
6.497.424;2649;1535129393,25;11:49:53,25;662,25;0;nonseizure;;;;
6.720.991;2650;1535129393,50;11:49:53,50;662,5;0;nonseizure;;;;
6.729.957;2651;1535129393,75;11:49:53,75;662,75;0;nonseizure;;;;
6.678.725;2652;1535129394,00;11:49:54,00;663;0;nonseizure;;;;
6.574.981;2653;1535129394,25;11:49:54,25;663,25;0;nonseizure;;;;
6.469.956;2654;1535129394,50;11:49:54,50;663,5;0;nonseizure;;;;
6.344.439;2655;1535129394,75;11:49:54,75;663,75;0;nonseizure;;;;
6.276.556;2656;1535129395,00;11:49:55,00;664;0;nonseizure;;;;
6.347.000;2657;1535129395,25;11:49:55,25;664,25;0;nonseizure;;;;
6.501.976;2658;1535129395,50;11:49:55,50;664,5;0;nonseizure;;;;
6.664.637;2659;1535129395,75;11:49:55,75;664,75;0;nonseizure;;;;
6.758.134;2660;1535129396,00;11:49:56,00;665;0;nonseizure;;;;
6.781.188;2661;1535129396,25;11:49:56,25;665,25;0;nonseizure;;;;
6.790.154;2662;1535129396,50;11:49:56,50;665,5;0;nonseizure;;;;
6.776.065;2663;1535129396,75;11:49:56,75;665,75;0;nonseizure;;;;
6.729.957;2664;1535129397,00;11:49:57,00;666;0;nonseizure;;;;
6.660.794;2665;1535129397,25;11:49:57,25;666,25;0;nonseizure;;;;
6.586.508;2666;1535129397,50;11:49:57,50;666,5;0;nonseizure;;;;
6.499.414;2667;1535129397,75;11:49:57,75;666,75;0;nonseizure;;;;
6.423.848;2668;1535129398,00;11:49:58,00;667;0;nonseizure;;;;
6.340.596;2669;1535129398,25;11:49:58,25;667,25;0;nonseizure;;;;
6.277.837;2670;1535129398,50;11:49:58,50;667,5;0;nonseizure;;;;
6.266.310;2671;1535129398,75;11:49:58,75;667,75;0;nonseizure;;;;
6.362.370;2672;1535129399,00;11:49:59,00;668;0;nonseizure;;;;
6.496.853;2673;1535129399,25;11:49:59,25;668,25;0;nonseizure;;;;
